"","mean_low","mean_high","mean_y1_mean","mean_y0_mean"
"1",-3766001.53605848,3614012.105177,8888902.75111111,11666684.06
"2",-7630677.21995201,7734007.06539733,8888902.75111111,11666684.06
"3",-2046002.02802167,2435344.80124066,8888902.75111111,11666684.06
"4",-4064336.99655333,3997344.30983,8888902.75111111,11666684.06
"5",-6268342.87921268,5929675.60665466,8888902.75111111,11666684.06
"6",-3356006.07163548,3070009.68901466,8888902.75111111,11666684.06
"7",-6621007.298166,6514008.65232034,8888902.75111111,11666684.06
"8",-4604670.501641,4516677.44038967,8888902.75111111,11666684.06
"9",-7313670.762941,7262009.72600634,8888902.75111111,11666684.06
"10",-3503667.34142766,3603679.04438533,8888902.75111111,11666684.06
"11",-5114336.66363247,5013677.41823966,8888902.75111111,11666684.06
"12",-4085006.07257648,3786010.76866366,8888902.75111111,11666684.06
"13",-5388673.88097501,4982343.43016933,8888902.75111111,11666684.06
"14",-6315674.934714,6495342.05643166,8888902.75111111,11666684.06
"15",-6273004.89862847,6468009.33736,8888902.75111111,11666684.06
