"","mean_low","mean_high","mean_y1_mean","mean_y0_mean","cqr_low","cqr_high","cqr_y1_mean","cqr_y0_mean"
"1",-2.22443154883967,5.84980552720905,6.36540229358268,5.00630878428813,-2.6065585714835,5.79367324902072,5.38914161770048,5.69849557140759
"2",0.0837083767271781,4.75983801444008,6.36540229358268,5.00630878428813,0.211404595499344,5.32699341217581,5.38914161770048,5.69849557140759
"3",0.247425404464227,5.76050067054669,6.36540229358268,5.00630878428813,-1.40358279232898,6.45247849098528,5.38914161770048,5.69849557140759
"4",-0.435802029427563,4.14478104188789,6.36540229358268,5.00630878428813,-0.268693443939118,4.31211429838758,5.38914161770048,5.69849557140759
"5",-0.266358023350703,4.56644445642972,6.36540229358268,5.00630878428813,-0.34405673285857,4.90194452293266,5.38914161770048,5.69849557140759
"6",-0.643818350361558,5.13117464863321,6.36540229358268,5.00630878428813,-2.26810256032629,5.49376528888905,5.38914161770048,5.69849557140759
"7",-0.507245628590387,4.10227835249253,6.36540229358268,5.00630878428813,0.106801017092988,4.73265391024937,5.38914161770048,5.69849557140759
"8",-0.564543578836896,4.25094810496384,6.36540229358268,5.00630878428813,0.286384974732723,5.0492263543977,5.38914161770048,5.69849557140759
"9",0.1414100051212,5.1007122161812,6.36540229358268,5.00630878428813,-0.225837253795524,5.53039567398358,5.38914161770048,5.69849557140759
"10",-0.474869602196586,4.30514923944706,6.36540229358268,5.00630878428813,-0.322427969049288,4.76885644162471,5.38914161770048,5.69849557140759
"11",-0.179337697530733,4.44962989242024,6.36540229358268,5.00630878428813,0.0902094054148831,5.09143455022302,5.38914161770048,5.69849557140759
"12",-1.06386930831303,4.55814991427521,6.36540229358268,5.00630878428813,-2.40460982365094,5.41477442488356,5.38914161770048,5.69849557140759
"13",-0.608323089365906,4.26944913303179,6.36540229358268,5.00630878428813,0.319679991812315,5.03443393497497,5.38914161770048,5.69849557140759
"14",-2.13461108607249,3.05317582658398,6.36540229358268,5.00630878428813,-1.0577683310972,4.07300470765125,5.38914161770048,5.69849557140759
"15",-1.53342942945058,3.22158193739317,6.36540229358268,5.00630878428813,-0.764484098962482,4.45662864625604,5.38914161770048,5.69849557140759
"16",-0.521784014314246,4.38240837163337,6.36540229358268,5.00630878428813,-0.286337664215555,4.66465976261872,5.38914161770048,5.69849557140759
"17",-1.16570200395056,3.31231617639509,6.36540229358268,5.00630878428813,-0.241355672337545,4.56894515336037,5.38914161770048,5.69849557140759
"18",-1.12525731433841,4.0477435377162,6.36540229358268,5.00630878428813,-0.427775457861483,4.92486252083311,5.38914161770048,5.69849557140759
"19",-0.81146048388206,3.77474577241952,6.36540229358268,5.00630878428813,-0.245721438695504,4.01755266738367,5.38914161770048,5.69849557140759
"20",-1.01535746059363,3.89765100311767,6.36540229358268,5.00630878428813,-0.982690531370845,4.42851787785664,5.38914161770048,5.69849557140759
"21",-0.844449716651277,3.58560610671186,6.36540229358268,5.00630878428813,-0.279202729996647,4.47960545690932,5.38914161770048,5.69849557140759
