"","mean_low","mean_high","mean_y1_mean","mean_y0_mean"
"1",-1171002.56644767,1154017.355589,6000015.81,6000023.22
"2",-4435675.44123,4362674.92956967,6000015.81,6000023.22
"3",-1816341.69817433,1713679.35848833,6000015.81,6000023.22
"4",-3803005.61783233,3881345.62693567,6000015.81,6000023.22
"5",-4069009.040884,3984008.279864,6000015.81,6000023.22
"6",-2344342.31514,2511011.16523733,6000015.81,6000023.22
"7",-1573007.131212,1599678.13292067,6000015.81,6000023.22
"8",-2474004.36385533,2430348.324027,6000015.81,6000023.22
"9",-3694006.59730433,3897678.010701,6000015.81,6000023.22
"10",-2476336.58981467,2268348.544559,6000015.81,6000023.22
"11",-1749005.82623767,2019348.20749567,6000015.81,6000023.22
"12",-2550009.19896233,2703009.61211033,6000015.81,6000023.22
"13",-3526340.53638733,3574677.955652,6000015.81,6000023.22
"14",-5406340.92664933,5488341.96763667,6000015.81,6000023.22
"15",-1361341.59076433,1779344.17342633,6000015.81,6000023.22
