"","mean_low","mean_high","mean_y1_mean","mean_y0_mean"
"1",-8254004.664979,8031012.27787098,16000017.0353333,8000021.898
"2",-3546007.34842533,3437014.552156,16000017.0353333,8000021.898
"3",-7086008.43930766,7309677.30494601,16000017.0353333,8000021.898
"4",-7156339.53512367,7302012.38291133,16000017.0353333,8000021.898
"5",-3506341.27601933,3610347.05747667,16000017.0353333,8000021.898
"6",-6575676.486418,6542342.679897,16000017.0353333,8000021.898
"7",-7237008.062431,7465676.04497501,16000017.0353333,8000021.898
"8",-6660007.16222701,6507677.96469733,16000017.0353333,8000021.898
"9",-8639004.909513,8654344.95914733,16000017.0353333,8000021.898
"10",-8096005.37331466,8285678.57645632,16000017.0353333,8000021.898
"11",-7675672.902578,7400678.09301832,16000017.0353333,8000021.898
"12",-5360676.20072767,5384010.93299267,16000017.0353333,8000021.898
"13",-2473673.60853767,2484017.12490567,16000017.0353333,8000021.898
"14",-6103675.38682867,6217344.18507133,16000017.0353333,8000021.898
"15",-6508343.32988267,6548342.12603967,16000017.0353333,8000021.898
